slug,article_path,hero_image_path,uploaded_image_url,draft_status,blog_post_id,published_url,live_date,last_checked_live,notes
url-indexing-vs-ranking,content/indexing-education/url-indexing-vs-ranking.md,images/exports/url-indexing-vs-ranking-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/url-indexing-vs-ranking-hero.png,published,6466,https://blog.freeindexer.com/url-indexing-vs-ranking,,,Draft synced through signed 99sync API.
google-indexing-delay-checklist,content/indexing-education/google-indexing-delay-checklist.md,images/exports/google-indexing-delay-checklist-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/google-indexing-delay-checklist-hero.png,published,6467,https://blog.freeindexer.com/google-indexing-delay-checklist,,,Draft synced through signed 99sync API.
how-to-prioritize-urls-for-indexing,content/indexing-education/how-to-prioritize-urls-for-indexing.md,images/exports/how-to-prioritize-urls-for-indexing-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/how-to-prioritize-urls-for-indexing-hero.png,published,6468,https://blog.freeindexer.com/how-to-prioritize-urls-for-indexing,,,Draft synced through signed 99sync API.
crawlability-checklist,content/technical-seo/crawlability-checklist.md,images/exports/crawlability-checklist-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/crawlability-checklist-hero.png,published,6469,https://blog.freeindexer.com/crawlability-checklist,,,Draft synced through signed 99sync API.
robots-txt-and-indexing,content/technical-seo/robots-txt-and-indexing.md,images/exports/robots-txt-and-indexing-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/robots-txt-and-indexing-hero.png,published,6470,https://blog.freeindexer.com/robots-txt-and-indexing,,,Draft synced through signed 99sync API.
canonical-tags-and-indexing,content/technical-seo/canonical-tags-and-indexing.md,images/exports/canonical-tags-and-indexing-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/canonical-tags-and-indexing-hero.png,published,6471,https://blog.freeindexer.com/canonical-tags-and-indexing,,,Draft synced through signed 99sync API.
internal-linking-for-indexing,content/technical-seo/internal-linking-for-indexing.md,images/exports/internal-linking-for-indexing-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/internal-linking-for-indexing-hero.png,published,6472,https://blog.freeindexer.com/internal-linking-for-indexing,,,Draft synced through signed 99sync API.
how-to-use-url-inspection-tool,content/google-search-console/how-to-use-url-inspection-tool.md,images/exports/how-to-use-url-inspection-tool-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/how-to-use-url-inspection-tool-hero.png,published,6473,https://blog.freeindexer.com/how-to-use-url-inspection-tool,,,Draft synced through signed 99sync API.
google-search-console-pages-report-explained,content/google-search-console/google-search-console-pages-report-explained.md,images/exports/google-search-console-pages-report-explained-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/google-search-console-pages-report-explained-hero.png,published,6474,https://blog.freeindexer.com/google-search-console-pages-report-explained,,,Draft synced through signed 99sync API.
submit-sitemap-in-google-search-console,content/google-search-console/submit-sitemap-in-google-search-console.md,images/exports/submit-sitemap-in-google-search-console-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/submit-sitemap-in-google-search-console-hero.png,published,6475,https://blog.freeindexer.com/submit-sitemap-in-google-search-console,,,Draft synced through signed 99sync API. Published confirmed from API.
how-to-get-backlinks-discovered,content/backlinks/how-to-get-backlinks-discovered.md,images/exports/how-to-get-backlinks-discovered-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/how-to-get-backlinks-discovered-hero.png,published,6476,https://blog.freeindexer.com/how-to-get-backlinks-discovered,,,Draft synced through signed 99sync API.
backlink-indexing-checklist,content/backlinks/backlink-indexing-checklist.md,images/exports/backlink-indexing-checklist-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/backlink-indexing-checklist-hero.png,published,6477,https://blog.freeindexer.com/backlink-indexing-checklist,,,Draft synced through signed 99sync API.
best-backlink-indexer,content/backlinks/best-backlink-indexer.md,images/exports/best-backlink-indexer-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/best-backlink-indexer-hero.png,published,6478,https://blog.freeindexer.com/best-backlink-indexer,,,Draft synced through signed 99sync API.
weekly-webmaster-seo-workflow,content/webmaster-guides/weekly-webmaster-seo-workflow.md,images/exports/weekly-webmaster-seo-workflow-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/weekly-webmaster-seo-workflow-hero.png,published,6479,https://blog.freeindexer.com/weekly-webmaster-seo-workflow,,,Draft synced through signed 99sync API.
indexing-checklist-for-new-websites,content/webmaster-guides/indexing-checklist-for-new-websites.md,images/exports/indexing-checklist-for-new-websites-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/indexing-checklist-for-new-websites-hero.png,published,6480,https://blog.freeindexer.com/indexing-checklist-for-new-websites,,,Draft synced through signed 99sync API.
content-visibility-checklist,content/webmaster-guides/content-visibility-checklist.md,images/exports/content-visibility-checklist-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/content-visibility-checklist-hero.png,published,6481,https://blog.freeindexer.com/content-visibility-checklist,,,Draft synced through signed 99sync API.
search-discovery-workflow-for-seo-agencies,content/use-cases/search-discovery-workflow-for-seo-agencies.md,images/exports/search-discovery-workflow-for-seo-agencies-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/search-discovery-workflow-for-seo-agencies-hero.png,published,6482,https://blog.freeindexer.com/search-discovery-workflow-for-seo-agencies,,,Draft synced through signed 99sync API.
seo-workflow-for-blog-network-owners,content/use-cases/seo-workflow-for-blog-network-owners.md,images/exports/seo-workflow-for-blog-network-owners-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/seo-workflow-for-blog-network-owners-hero.png,published,6483,https://blog.freeindexer.com/seo-workflow-for-blog-network-owners,,,Draft synced through signed 99sync API.
saas-content-indexing-workflow,content/use-cases/saas-content-indexing-workflow.md,images/exports/saas-content-indexing-workflow-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/saas-content-indexing-workflow-hero.png,published,6484,https://blog.freeindexer.com/saas-content-indexing-workflow,,,Draft synced through signed 99sync API.
google-search-console-vs-indexing-tool,content/comparisons/google-search-console-vs-indexing-tool.md,images/exports/google-search-console-vs-indexing-tool-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/google-search-console-vs-indexing-tool-hero.png,published,6485,https://blog.freeindexer.com/google-search-console-vs-indexing-tool,,,Draft synced through signed 99sync API. Published confirmed from API.
free-url-indexer-vs-paid-indexing-tool,content/comparisons/free-url-indexer-vs-paid-indexing-tool.md,images/exports/free-url-indexer-vs-paid-indexing-tool-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/free-url-indexer-vs-paid-indexing-tool-hero.png,published,6486,https://blog.freeindexer.com/free-url-indexer-vs-paid-indexing-tool,,,Draft synced through signed 99sync API.
indexing-api-alternatives,content/comparisons/indexing-api-alternatives.md,images/exports/indexing-api-alternatives-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/indexing-api-alternatives-hero.png,published,6487,https://blog.freeindexer.com/indexing-api-alternatives,,,Draft synced through signed 99sync API.
submitted-url-not-indexed,content/troubleshooting/submitted-url-not-indexed.md,images/exports/submitted-url-not-indexed-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/submitted-url-not-indexed-hero.png,published,6488,https://blog.freeindexer.com/submitted-url-not-indexed,,,Draft synced through signed 99sync API.
sitemap-not-discovered,content/troubleshooting/sitemap-not-discovered.md,images/exports/sitemap-not-discovered-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/sitemap-not-discovered-hero.png,published,6489,https://blog.freeindexer.com/sitemap-not-discovered,,,Draft synced through signed 99sync API.
page-crawled-but-not-indexed,content/troubleshooting/page-crawled-but-not-indexed.md,images/exports/page-crawled-but-not-indexed-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/page-crawled-but-not-indexed-hero.png,published,6490,https://blog.freeindexer.com/page-crawled-but-not-indexed,,,Draft synced through signed 99sync API.
bulk-url-operations-workflow,content/bulk-seo-operations/bulk-url-operations-workflow.md,images/exports/bulk-url-operations-workflow-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/bulk-url-operations-workflow-hero.png,published,6491,https://blog.freeindexer.com/bulk-url-operations-workflow,,,Draft synced through signed 99sync API.
daily-indexing-points-planning,content/bulk-seo-operations/daily-indexing-points-planning.md,images/exports/daily-indexing-points-planning-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/daily-indexing-points-planning-hero.png,published,6492,https://blog.freeindexer.com/daily-indexing-points-planning,,,Draft synced through signed 99sync API.
freeindexer-desktop-app-guide,content/desktop-app/freeindexer-desktop-app-guide.md,images/exports/freeindexer-desktop-app-guide-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/freeindexer-desktop-app-guide-hero.png,published,6493,https://blog.freeindexer.com/freeindexer-desktop-app-guide,,,Draft synced through signed 99sync API.
ai-search-visibility-for-seo-operators,content/ai-search-visibility/ai-search-visibility-for-seo-operators.md,images/exports/ai-search-visibility-for-seo-operators-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/ai-search-visibility-for-seo-operators-hero.png,published,6494,https://blog.freeindexer.com/ai-search-visibility-for-seo-operators,,,Draft synced through signed 99sync API. Published confirmed from API.
how-search-engines-crawl-and-index-pages,content/indexing-education/how-search-engines-crawl-and-index-pages.md,images/exports/how-search-engines-crawl-and-index-pages-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/how-search-engines-crawl-and-index-pages-hero.png,scheduled,6495,https://blog.freeindexer.com/how-search-engines-crawl-and-index-pages,,,Draft synced through signed 99sync API.
indexing-signals-that-help-google-discover-content,content/indexing-education/indexing-signals-that-help-google-discover-content.md,images/exports/indexing-signals-that-help-google-discover-content-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/indexing-signals-that-help-google-discover-content-hero.png,scheduled,6496,https://blog.freeindexer.com/indexing-signals-that-help-google-discover-content,,,Draft synced through signed 99sync API.
url-submission-checklist-before-indexing,content/indexing-education/url-submission-checklist-before-indexing.md,images/exports/url-submission-checklist-before-indexing-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/url-submission-checklist-before-indexing-hero.png,scheduled,6497,https://blog.freeindexer.com/url-submission-checklist-before-indexing,,,Draft synced through signed 99sync API.
search-discovery-workflow-for-new-content,content/indexing-education/search-discovery-workflow-for-new-content.md,images/exports/search-discovery-workflow-for-new-content-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/search-discovery-workflow-for-new-content-hero.png,scheduled,6498,https://blog.freeindexer.com/search-discovery-workflow-for-new-content,,,Draft synced through signed 99sync API.
noindex-tag-checklist,content/technical-seo/noindex-tag-checklist.md,images/exports/noindex-tag-checklist-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/noindex-tag-checklist-hero.png,scheduled,6499,https://blog.freeindexer.com/noindex-tag-checklist,,,Draft synced through signed 99sync API.
sitemap-indexing-checklist,content/technical-seo/sitemap-indexing-checklist.md,images/exports/sitemap-indexing-checklist-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/sitemap-indexing-checklist-hero.png,scheduled,6500,https://blog.freeindexer.com/sitemap-indexing-checklist,,,Draft synced through signed 99sync API.
crawl-budget-basics-for-small-sites,content/technical-seo/crawl-budget-basics-for-small-sites.md,images/exports/crawl-budget-basics-for-small-sites-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/crawl-budget-basics-for-small-sites-hero.png,scheduled,6501,https://blog.freeindexer.com/crawl-budget-basics-for-small-sites,,,Draft synced through signed 99sync API.
orphan-pages-and-indexing,content/technical-seo/orphan-pages-and-indexing.md,images/exports/orphan-pages-and-indexing-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/orphan-pages-and-indexing-hero.png,scheduled,6502,https://blog.freeindexer.com/orphan-pages-and-indexing,,,Draft synced through signed 99sync API.
url-inspection-statuses-explained,content/google-search-console/url-inspection-statuses-explained.md,images/exports/url-inspection-statuses-explained-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/url-inspection-statuses-explained-hero.png,scheduled,6503,https://blog.freeindexer.com/url-inspection-statuses-explained,,,Draft synced through signed 99sync API.
request-indexing-in-search-console,content/google-search-console/request-indexing-in-search-console.md,images/exports/request-indexing-in-search-console-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/request-indexing-in-search-console-hero.png,scheduled,6504,https://blog.freeindexer.com/request-indexing-in-search-console,,,Draft synced through signed 99sync API.
search-console-sitemap-errors,content/google-search-console/search-console-sitemap-errors.md,images/exports/search-console-sitemap-errors-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/search-console-sitemap-errors-hero.png,scheduled,6505,https://blog.freeindexer.com/search-console-sitemap-errors,,,Draft synced through signed 99sync API.
backlink-quality-before-indexing,content/backlinks/backlink-quality-before-indexing.md,images/exports/backlink-quality-before-indexing-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/backlink-quality-before-indexing-hero.png,published,6506,https://blog.freeindexer.com/backlink-quality-before-indexing,,,Draft synced through signed 99sync API. Published confirmed from API.
track-backlink-discovery-for-seo-campaigns,content/backlinks/track-backlink-discovery-for-seo-campaigns.md,images/exports/track-backlink-discovery-for-seo-campaigns-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/track-backlink-discovery-for-seo-campaigns-hero.png,published,6507,https://blog.freeindexer.com/track-backlink-discovery-for-seo-campaigns,,,Draft synced through signed 99sync API. Published confirmed from API.
backlink-indexing-for-client-reporting,content/backlinks/backlink-indexing-for-client-reporting.md,images/exports/backlink-indexing-for-client-reporting-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/backlink-indexing-for-client-reporting-hero.png,scheduled,6508,https://blog.freeindexer.com/backlink-indexing-for-client-reporting,,,Draft synced through signed 99sync API.
website-owner-seo-maintenance-checklist,content/webmaster-guides/website-owner-seo-maintenance-checklist.md,images/exports/website-owner-seo-maintenance-checklist-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/website-owner-seo-maintenance-checklist-hero.png,scheduled,6509,https://blog.freeindexer.com/website-owner-seo-maintenance-checklist,,,Draft synced through signed 99sync API.
new-blog-post-indexing-workflow,content/webmaster-guides/new-blog-post-indexing-workflow.md,images/exports/new-blog-post-indexing-workflow-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/new-blog-post-indexing-workflow-hero.png,scheduled,6510,https://blog.freeindexer.com/new-blog-post-indexing-workflow,,,Draft synced through signed 99sync API.
small-business-search-visibility-workflow,content/webmaster-guides/small-business-search-visibility-workflow.md,images/exports/small-business-search-visibility-workflow-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/small-business-search-visibility-workflow-hero.png,scheduled,6511,https://blog.freeindexer.com/small-business-search-visibility-workflow,,,Draft synced through signed 99sync API.
indexing-workflow-for-local-seo-pages,content/use-cases/indexing-workflow-for-local-seo-pages.md,images/exports/indexing-workflow-for-local-seo-pages-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/indexing-workflow-for-local-seo-pages-hero.png,scheduled,6512,https://blog.freeindexer.com/indexing-workflow-for-local-seo-pages,,,Draft synced through signed 99sync API.
indexing-workflow-for-ecommerce-category-pages,content/use-cases/indexing-workflow-for-ecommerce-category-pages.md,images/exports/indexing-workflow-for-ecommerce-category-pages-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/indexing-workflow-for-ecommerce-category-pages-hero.png,scheduled,6513,https://blog.freeindexer.com/indexing-workflow-for-ecommerce-category-pages,,,Draft synced through signed 99sync API.
indexing-workflow-for-documentation-sites,content/use-cases/indexing-workflow-for-documentation-sites.md,images/exports/indexing-workflow-for-documentation-sites-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/indexing-workflow-for-documentation-sites-hero.png,scheduled,6514,https://blog.freeindexer.com/indexing-workflow-for-documentation-sites,,,Draft synced through signed 99sync API.
manual-url-submission-vs-bulk-indexing-workflow,content/comparisons/manual-url-submission-vs-bulk-indexing-workflow.md,images/exports/manual-url-submission-vs-bulk-indexing-workflow-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/manual-url-submission-vs-bulk-indexing-workflow-hero.png,scheduled,6515,https://blog.freeindexer.com/manual-url-submission-vs-bulk-indexing-workflow,,,Draft synced through signed 99sync API.
desktop-indexer-vs-online-indexing-tool,content/comparisons/desktop-indexer-vs-online-indexing-tool.md,images/exports/desktop-indexer-vs-online-indexing-tool-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/desktop-indexer-vs-online-indexing-tool-hero.png,scheduled,6516,https://blog.freeindexer.com/desktop-indexer-vs-online-indexing-tool,,,Draft synced through signed 99sync API.
seo-platform-vs-indexing-tool,content/comparisons/seo-platform-vs-indexing-tool.md,images/exports/seo-platform-vs-indexing-tool-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/seo-platform-vs-indexing-tool-hero.png,scheduled,6517,https://blog.freeindexer.com/seo-platform-vs-indexing-tool,2026-06-10T12:00:00Z,,Draft synced through signed 99sync API.
google-not-crawling-my-sitemap-urls,content/troubleshooting/google-not-crawling-my-sitemap-urls.md,images/exports/google-not-crawling-my-sitemap-urls-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/google-not-crawling-my-sitemap-urls-hero.png,scheduled,6518,https://blog.freeindexer.com/google-not-crawling-my-sitemap-urls,,,Draft synced through signed 99sync API.
canonical-selected-by-google-not-user,content/troubleshooting/canonical-selected-by-google-not-user.md,images/exports/canonical-selected-by-google-not-user-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/canonical-selected-by-google-not-user-hero.png,scheduled,6519,https://blog.freeindexer.com/canonical-selected-by-google-not-user,,,Draft synced through signed 99sync API.
indexed-page-disappeared-from-google,content/troubleshooting/indexed-page-disappeared-from-google.md,images/exports/indexed-page-disappeared-from-google-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/indexed-page-disappeared-from-google-hero.png,scheduled,6520,https://blog.freeindexer.com/indexed-page-disappeared-from-google,,,Draft synced through signed 99sync API.
url-inventory-management-for-seo-teams,content/bulk-seo-operations/url-inventory-management-for-seo-teams.md,images/exports/url-inventory-management-for-seo-teams-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/url-inventory-management-for-seo-teams-hero.png,scheduled,6521,https://blog.freeindexer.com/url-inventory-management-for-seo-teams,2026-05-26T09:00:00Z,,Draft synced through signed 99sync API.
batch-url-submission-workflow,content/bulk-seo-operations/batch-url-submission-workflow.md,images/exports/batch-url-submission-workflow-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/batch-url-submission-workflow-hero.png,scheduled,6522,https://blog.freeindexer.com/batch-url-submission-workflow,,,Draft synced through signed 99sync API.
windows-url-indexing-software-workflow,content/desktop-app/windows-url-indexing-software-workflow.md,images/exports/windows-url-indexing-software-workflow-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/windows-url-indexing-software-workflow-hero.png,scheduled,6523,https://blog.freeindexer.com/windows-url-indexing-software-workflow,,,Draft synced through signed 99sync API.
geo-readiness-checklist-for-website-owners,content/ai-search-visibility/geo-readiness-checklist-for-website-owners.md,images/exports/geo-readiness-checklist-for-website-owners-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/geo-readiness-checklist-for-website-owners-hero.png,scheduled,6524,https://blog.freeindexer.com/geo-readiness-checklist-for-website-owners,2026-06-08T12:00:00Z,,Draft synced through signed 99sync API.
indexability-audit-for-large-url-sets,content/technical-seo/indexability-audit-for-large-url-sets.md,images/exports/indexability-audit-for-large-url-sets-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/indexability-audit-for-large-url-sets-hero.png,published,6525,https://blog.freeindexer.com/indexability-audit-for-large-url-sets,,,Draft synced through signed 99sync API. Published confirmed from API.
validate-fix-search-console-indexing,content/google-search-console/validate-fix-search-console-indexing.md,images/exports/validate-fix-search-console-indexing-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/validate-fix-search-console-indexing-hero.png,published,6526,https://blog.freeindexer.com/validate-fix-search-console-indexing,,,Draft synced through signed 99sync API. Published confirmed from API.
backlink-discovery-workflow-after-link-building,content/backlinks/backlink-discovery-workflow-after-link-building.md,images/exports/backlink-discovery-workflow-after-link-building-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/backlink-discovery-workflow-after-link-building-hero.png,published,6527,https://blog.freeindexer.com/backlink-discovery-workflow-after-link-building,,,Draft synced through signed 99sync API. Published confirmed from API.
monthly-seo-maintenance-checklist-small-websites,content/webmaster-guides/monthly-seo-maintenance-checklist-small-websites.md,images/exports/monthly-seo-maintenance-checklist-small-websites-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/monthly-seo-maintenance-checklist-small-websites-hero.png,scheduled,6528,https://blog.freeindexer.com/monthly-seo-maintenance-checklist-small-websites,2026-05-19T09:00:00Z,,Draft synced through signed 99sync API.
url-indexed-crawled-discovered-difference,content/indexing-education/url-indexed-crawled-discovered-difference.md,images/exports/url-indexed-crawled-discovered-difference-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/url-indexed-crawled-discovered-difference-hero.png,scheduled,6529,https://blog.freeindexer.com/url-indexed-crawled-discovered-difference,2026-05-19T15:00:00Z,,Draft synced through signed 99sync API.
google-found-wrong-canonical-fixes,content/troubleshooting/google-found-wrong-canonical-fixes.md,images/exports/google-found-wrong-canonical-fixes-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/google-found-wrong-canonical-fixes-hero.png,scheduled,6530,https://blog.freeindexer.com/google-found-wrong-canonical-fixes,2026-05-20T09:00:00Z,,Draft synced through signed 99sync API.
backlink-indexing-tool-vs-seo-provider,content/comparisons/backlink-indexing-tool-vs-seo-provider.md,images/exports/backlink-indexing-tool-vs-seo-provider-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/backlink-indexing-tool-vs-seo-provider-hero.png,scheduled,6531,https://blog.freeindexer.com/backlink-indexing-tool-vs-seo-provider,2026-05-20T15:00:00Z,,Draft synced through signed 99sync API.
bulk-url-prioritization-matrix,content/bulk-seo-operations/bulk-url-prioritization-matrix.md,images/exports/bulk-url-prioritization-matrix-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/bulk-url-prioritization-matrix-hero.png,scheduled,6532,https://blog.freeindexer.com/bulk-url-prioritization-matrix,2026-05-21T09:00:00Z,,Draft synced through signed 99sync API.
indexing-workflow-for-product-launch-pages,content/use-cases/indexing-workflow-for-product-launch-pages.md,images/exports/indexing-workflow-for-product-launch-pages-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/indexing-workflow-for-product-launch-pages-hero.png,scheduled,6533,https://blog.freeindexer.com/indexing-workflow-for-product-launch-pages,2026-05-21T15:00:00Z,,Draft synced through signed 99sync API.
manage-backlink-vendors-indexing-visibility,content/backlinks/manage-backlink-vendors-indexing-visibility.md,images/exports/manage-backlink-vendors-indexing-visibility-hero.png,https://cen-public-st.nbg1.your-objectstorage.com/freeindexer/blog/manage-backlink-vendors-indexing-visibility-hero.png,scheduled,6534,https://blog.freeindexer.com/manage-backlink-vendors-indexing-visibility,2026-05-29T09:00:00Z,,Draft synced through signed 99sync API.
